"notification_id","notification_type","title","content","image_url","is_read","receiver_id","sender_id","created_at","device_type"
680,7,강습이 예약되었습니다,"{""detail"":""5월 31일 08시 00분 지산리조트\n1:3 강습이 예약되었습니다"",""lessonDate"":""2024-05-31"",""lessonTime"":""08:00 ~ 10:00"",""resortName"":""지산리조트"",""studentCount"":""3"",""lessonType"":""스키""}",,1,130,,"2024-05-16 12:40:42.798274",MOBILE
681,2,강습이 예약되었습니다,"{""lessonId"":215}",,0,124,,"2024-05-16 12:41:45.827813",MOBILE
683,7,강습이 예약되었습니다,"{""detail"":""5월 23일 11시 30분 곤지암리조트\n1:3 강습이 예약되었습니다"",""lessonDate"":""2024-05-23"",""lessonTime"":""11:30 ~ 13:30"",""resortName"":""곤지암리조트"",""studentCount"":""3"",""lessonType"":""스키""}",,1,37,,"2024-05-16 12:41:45.827979",MOBILE
684,2,강습이 예약되었습니다,"{""lessonId"":216}",,0,124,,"2024-05-16 12:43:38.472983",MOBILE
686,7,강습이 예약되었습니다,"{""detail"":""5월 31일 08시 00분 곤지암리조트\n1:1 강습이 예약되었습니다"",""lessonDate"":""2024-05-31"",""lessonTime"":""08:00 ~ 10:00"",""resortName"":""곤지암리조트"",""studentCount"":""1"",""lessonType"":""보드""}",,1,130,,"2024-05-16 12:43:38.473148",MOBILE
688,7,강습이 예약되었습니다,"{""detail"":""5월 18일 08시 00분 지산리조트\n1:1 강습이 예약되었습니다"",""lessonDate"":""2024-05-18"",""lessonTime"":""08:00 ~ 10:00"",""resortName"":""지산리조트"",""studentCount"":""1"",""lessonType"":""스키""}",,1,130,,"2024-05-16 12:45:53.001446",MOBILE
690,7,강습이 예약되었습니다,"{""detail"":""5월 18일 08시 00분 곤지암리조트\n1:2 강습이 예약되었습니다"",""lessonDate"":""2024-05-18"",""lessonTime"":""08:00 ~ 10:00"",""resortName"":""곤지암리조트"",""studentCount"":""2"",""lessonType"":""스키""}",,1,37,,"2024-05-16 12:47:11.858503",MOBILE
692,7,강습이 예약되었습니다,"{""detail"":""5월 18일 08시 00분 지산리조트\n1:1 강습이 예약되었습니다"",""lessonDate"":""2024-05-18"",""lessonTime"":""08:00 ~ 10:00"",""resortName"":""지산리조트"",""studentCount"":""1"",""lessonType"":""스키""}",,1,130,,"2024-05-16 12:47:16.125712",MOBILE
694,7,강습이 예약되었습니다,"{""detail"":""5월 17일 13시 00분 휘닉스 파크\n1:1 강습이 예약되었습니다"",""lessonDate"":""2024-05-17"",""lessonTime"":""13:00 ~ 14:00"",""resortName"":""휘닉스 파크"",""studentCount"":""1"",""lessonType"":""스키""}",,1,130,,"2024-05-16 12:49:00.110450",MOBILE
695,9,dm 잘 가나요? 테스트입니다!,실서비스에서는 되지 않아요,https://go-ski.s3.ap-northeast-2.amazonaws.com/notification/7388f28a-dc72-484e-89f7-030337c448d9.png,1,130,14,"2024-05-16 12:49:03.048779",MOBILE
696,8,준석 강사로부터 피드백이 등록되었습니다.,"{""lessonId"":138}",,1,37,,"2024-05-16 12:54:08.491919",MOBILE
697,2,강습이 예약되었습니다,"{""lessonId"":221}",,0,124,,"2024-05-16 12:56:30.349308",MOBILE
699,7,강습이 예약되었습니다,"{""detail"":""5월 17일 15시 00분 곤지암리조트\n1:1 강습이 예약되었습니다"",""lessonDate"":""2024-05-17"",""lessonTime"":""15:00 ~ 17:00"",""resortName"":""곤지암리조트"",""studentCount"":""1"",""lessonType"":""스키""}",,1,37,,"2024-05-16 12:56:30.349469",MOBILE
700,6,강습 예약 30분 전입니다,"{""lessonDate"":""2024-05-16"",""lessonTime"":""14:00 ~ 20:00""}",,0,113,,"2024-05-16 13:30:00.012396",MOBILE
701,6,강습 예약 30분 전입니다,"{""lessonDate"":""2024-05-16"",""lessonTime"":""14:00 ~ 18:00""}",,0,60,,"2024-05-16 13:30:00.483817",MOBILE
